post_title,post_slug,post_status,post_type,post_category,post_content,post_address,city,region,zip,country,post_latitude,post_longitude,geodir_contact_phone,geodir_email,geodir_website,geodir_practice_name,street,geodir_license_type,geodir_license_number,geodir_license_state,geodir_license_verified,geodir_specializations,geodir_insurance_accepted,geodir_sliding_scale,geodir_price_range_min,geodir_price_range_max,geodir_session_length,geodir_telehealth,geodir_telehealth_platform,geodir_accepting_new_patients,geodir_wait_time,geodir_languages,geodir_therapy_approaches,geodir_age_groups_served,geodir_gender,geodir_years_experience,geodir_education,geodir_profile_image_url,geodir_google_rating,geodir_google_review_count,geodir_last_verified_date,geodir_data_source,geodir_enrichment_status
The Healing Collective Therapy & Wellness,the-healing-collective-therapy-wellness-washington-dc,publish,gd_place,Therapist,"The Healing Collective Therapy & Wellness in Washington, DC. Specializes in Anger Management, Couples/Marriage, Family, PTSD/Trauma.","208 I St NE, Washington, DC 20002",Washington,DC,20002,US,38.901514,-77.003085,(202) 240-2870,,https://collectivedc.org,,208 I St NE,,,DC,,"Anger Management, Couples/Marriage, Family, PTSD/Trauma",,Unknown,,,,Unknown,,Unknown,,,"EMDR, Mindfulness-Based",,,,", and holistic care. whether through one-on-one therapy, group support, community events, or wellness tools, our goal is to walk alongside individuals as they rediscover their wholeness, deepen their; ms ](https://collectivedcprogramming.org/); ms of Service](https://policies.google.com/terms) apply",,5.0,11,2026-02-18,outscraper,enriched_basic
Reignite Psychological & Consulting Services LLC,reignite-psychological-consulting-services-llc-washington-dc,publish,gd_place,Therapist,"Reignite Psychological & Consulting Services LLC (PhD) in Washington, DC. Specializes in Anxiety, Child/Adolescent, Grief, Life Transitions.","2407 Benning Rd NE, Washington, DC 20002",Washington,DC,20002,US,38.8978718,-76.9719015,(202) 595-9003,,http://www.reignitepsych.com,,2407 Benning Rd NE,PhD,,DC,,"Anxiety, Child/Adolescent, Grief, Life Transitions",,Unknown,,,,Unknown,,Unknown,,,,,,,,,4.6,13,2026-02-18,outscraper,enriched_basic
CapitolHill Consortium for Counseling & Consultation LLC (CCCC),capitolhill-consortium-for-counseling-consultation-llc-cccc-washington-dc,publish,gd_place,Therapist,"CapitolHill Consortium for Counseling & Consultation LLC (CCCC) (PhD) in Washington, DC. Specializes in Couples/Marriage, Family. Telehealth available.","650 Pennsylvania Ave. SE #440, Washington, DC 20003",Washington,DC,20003,US,38.8854375,-76.9970072,(202) 544-5440,,http://www.ccccmentalhealth.com,,650 Pennsylvania Ave. SE #440,PhD,,DC,,"Couples/Marriage, Family",,Unknown,,,,Yes - Video,,Unknown,,,,,,,"ms.
![](https://static.wixstatic.com/media/844733_62068661463c408db5346daca33db9f1f000.jpg/v1/fill/w_108; ms of counselors and mental health consultants",,4.3,157,2026-02-18,outscraper,enriched_basic
"Dana Harron, PsyD",dana-harron-psyd-washington-dc,publish,gd_place,Therapist,"Dana Harron, PsyD (PsyD) in Washington, DC.","1350 Connecticut Ave NW #203, Washington, DC 20036",Washington,DC,20036,US,38.9083958,-77.0431394,(202) 656-3681,,http://www.drdanaharron.com,,1350 Connecticut Ave NW #203,PsyD,,DC,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,3,2026-02-18,outscraper,enriched_basic
Idea Counseling Services,idea-counseling-services-washington-dc,publish,gd_place,Therapist,"Idea Counseling Services in Washington, DC. Specializes in Couples/Marriage, Depression, Family, Grief.","1250 Connecticut Ave NW 7Th Floor, Washington, DC 20036",Washington,DC,20036,US,38.906851,-77.042327,(703) 209-7624,,http://www.ideacounselingservices.com,,1250 Connecticut Ave NW 7th floor,,,DC,,"Couples/Marriage, Depression, Family, Grief",,Unknown,,,,Unknown,,Unknown,,,,,,,MD as Licensed Professional Counselor. He believes in providing a safe,,5.0,3,2026-02-18,outscraper,enriched_basic
District Therapy Associates,district-therapy-associates-washington-dc,publish,gd_place,Therapist,"District Therapy Associates in Washington, DC. Specializes in Child/Adolescent, Couples/Marriage, Family.","3704 Macomb St NW, Washington, DC 20016",Washington,DC,20016,US,38.9333775,-77.0728563,(202) 302-5671,,http://www.districttherapyassociates.com,,3704 Macomb St NW,,,DC,,"Child/Adolescent, Couples/Marriage, Family",,Unknown,,,,Unknown,,Unknown,,,,,,,,,4.6,9,2026-02-18,outscraper,enriched_basic
Greenhouse Psychotherapy,greenhouse-psychotherapy-washington-dc,publish,gd_place,Therapist,"Greenhouse Psychotherapy in Washington, DC. Specializes in Anxiety, Bipolar Disorder, Child/Adolescent, Depression, Eating Disorders. Currently accepting new patients.","1519 Connecticut Ave NW, Washington, DC 20036",Washington,DC,20036,US,38.9108464,-77.04379019999999,(202) 644-9227,,http://www.greenhousepsych.com,,1519 Connecticut Ave NW,,,DC,,"Anxiety, Bipolar Disorder, Child/Adolescent, Depression, Eating Disorders, Family, LGBTQ+, Life Transitions, OCD",,Unknown,,,,Unknown,,Yes,,,EMDR,,,,"ms.
[Book Now](https://sara-battista.clientsecure.me/request/clinician); MD & VA and in-person services at our office in the Dupont Circle neighborhood of Washington",,4.6,8,2026-02-18,outscraper,enriched_basic
Living Self Therapy,living-self-therapy-washington-dc,publish,gd_place,Therapist,"Living Self Therapy in Washington, DC. Specializes in Anxiety, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression. Accepts Horizon BCBS.","908 New Hampshire Ave NW #200, Washington, DC 20037",Washington,DC,20037,US,38.9010752,-77.051846,(720) 400-6988,,https://www.drmichaelyoshpa.com,,908 New Hampshire Ave NW #200,,,DC,,"Anxiety, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression, Grief, Life Transitions, PTSD/Trauma, Sleep Issues, Stress Management",Horizon BCBS,Unknown,,,,Unknown,,Unknown,,,"Mindfulness-Based, Somatic",,,,"in biological sciences, master's degree in education. graduated from the international school of shiatsu, as well as the sat program by dr. claudio naranjo; al laboratories: [my creative self](https://www.drmichaelyoshpa.com/my-creative-self), [lifestream](https://www.drmichaelyoshpa.com/lifestream), living science, [living dreams](https://www.drmichaelyo; al project as well as facilitators school designed for psychologists and interpersonal specialists",,4.9,40,2026-02-18,outscraper,enriched_full
DC Counseling and Psychotherapy Center,dc-counseling-and-psychotherapy-center-washington-dc,publish,gd_place,Therapist,"DC Counseling and Psychotherapy Center in Washington, DC.","5101 Macarthur Blvd NW 2Nd Floor, Washington, DC 20016",Washington,DC,20016,US,38.9253159,-77.1012899,(202) 333-7424,,http://www.elisabethlamotte.com,,5101 MacArthur Blvd NW 2nd floor,,,DC,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
The Viva Center,the-viva-center-washington-dc,publish,gd_place,Therapist,"The Viva Center in Washington, DC. Specializes in Anger Management, Family, PTSD/Trauma, Self-Harm. Telehealth available.","1633 Q St NW Suite 200, Washington, DC 20009",Washington,DC,20009,US,38.9113218,-77.0381204,(202) 265-1000,,http://www.vivapartnership.com,,1633 Q St NW Suite 200,,,DC,,"Anger Management, Family, PTSD/Trauma, Self-Harm",,Unknown,,,,Yes - Video,,Unknown,,,"ACT, Art Therapy, CBT, DBT, EMDR, IFS, Mindfulness-Based, Psychodynamic, Somatic",,,,"from Viva. I felt fully supported while still challenged to learn and grow. At Viva, I was encouraged to focus on the things that were most helpful to; how to tolerate bigger risks. As a result, I am living the life that is right for me. I am so grateful that I found Viva!; ms toward lasting change with integrative brain and body-based therapies",,4.4,20,2026-02-18,outscraper,enriched_basic
Capitol Hill Counseling and Resource Center,capitol-hill-counseling-and-resource-center-washington-dc,publish,gd_place,Therapist,"Capitol Hill Counseling and Resource Center in Washington, DC. Specializes in Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family. Telehealth available.","901 A St NE, Washington, DC 20002",Washington,DC,20002,US,38.8907945,-76.9935024,(202) 812-0261,,http://www.chcarc.org,,901 A St NE,,,DC,,"Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family",,Unknown,,,,Yes - Video,Zoom,Unknown,,,,,,,ms Contact Us; ms of Use *,,5.0,1,2026-02-18,outscraper,enriched_basic
"Mindful Healing Counseling Services, LLC",mindful-healing-counseling-services-llc-washington-dc,publish,gd_place,Therapist,"Mindful Healing Counseling Services, LLC in Washington, DC. Specializes in Family, PTSD/Trauma, Stress Management. Telehealth available.","20 F St NW Ofc 722, Washington, DC 20001",Washington,DC,20001,US,38.8968842,-77.00998,(571) 549-1226,,https://mindfulhealingcounseling.com,,20 F St NW OFC 722,,,DC,,"Family, PTSD/Trauma, Stress Management",,Unknown,,,,Yes - Video,,Unknown,,,,,,,", and specialized training; ma informed and holistic mental health care. Here",,3.0,8,2026-02-18,outscraper,enriched_basic
Capital Therapist Collective,capital-therapist-collective-washington-dc,publish,gd_place,Therapist,"Capital Therapist Collective (PhD) in Washington, DC. Specializes in Anxiety, Depression, Grief, Life Transitions, PTSD/Trauma. Telehealth available. Currently accepting new patients.","316 F St NE #200, Washington, DC 20002",Washington,DC,20002,US,38.8976129,-77.0013973,(202) 656-1643,,http://capitaltherapistcollective.com,,316 F St NE #200,PhD,,DC,,"Anxiety, Depression, Grief, Life Transitions, PTSD/Trauma, Stress Management",,Unknown,,,,Yes - Video,,Yes,,,ACT,,,,"ms.
[![Original on Transparent.png](https://static.wixstatic.com/media/56a2e3_65e76eb82c604206960b783151; Ph.D.
Licensed Psychologist",,5.0,3,2026-02-18,outscraper,enriched_basic
"Bullock Psychological Services, PLLC",bullock-psychological-services-pllc-washington-dc,publish,gd_place,Therapist,"Bullock Psychological Services, PLLC (PhD) in Washington, DC. Specializes in Anxiety, Depression, LGBTQ+, PTSD/Trauma, Stress Management. Currently accepting new patients.","910 17Th St NW #419, Washington, DC 20006",Washington,DC,20006,US,38.9018897,-77.0399257,(202) 505-2795,,https://drwaynebullock.com,,910 17th St NW #419,PhD,,DC,,"Anxiety, Depression, LGBTQ+, PTSD/Trauma, Stress Management",,Unknown,,,,Unknown,,Yes,,,,,,,"to be able to make sure that the experience i provide allows for you to not only reduce distressing feelings, but to improve your life beyond where you started; helping people. looking for therapy to address something else?; Master's in Human Sexuality to help you proudly connect with your sexuality",,5.0,5,2026-02-18,outscraper,enriched_basic
The Wake Kendall Group PLLC,the-wake-kendall-group-pllc-washington-dc,publish,gd_place,Therapist,"The Wake Kendall Group PLLC (PhD) in Washington, DC. Specializes in Child/Adolescent, Couples/Marriage, Family.","5247 Wisconsin Ave NW #4, Washington, DC 20015",Washington,DC,20015,US,38.9587803,-77.08432049999999,(202) 519-8563,,http://wakekendall.com/%3Futm_source%3DGBP%26utm_medium%3DGBP%26utm_campaign%3DGBP_Washington%26utm_id%3DGBP_Washington,,5247 Wisconsin Ave NW #4,PhD,,DC,,"Child/Adolescent, Couples/Marriage, Family",,Unknown,,,,Unknown,,Unknown,,,"ACT, DBT",,,,in advance of treatment (pre-dbt stat)](https://wakekendall.com/pre-dbt-skills-training-in-advance-of-treatment-pre-dbt-stat/),,4.7,14,2026-02-18,outscraper,enriched_basic
Adrian J Connolly LLC,adrian-j-connolly-llc-washington-dc,publish,gd_place,Therapist,"Adrian J Connolly LLC in Washington, DC. Specializes in Addiction, Anger Management, Anxiety, Bipolar Disorder, Couples/Marriage.","1633 Q St NW Suite 200, Washington, DC 20009",Washington,DC,20009,US,38.911341,-77.038168,(202) 669-0013,,http://dctraumacounseling.com,,1633 Q St NW Suite 200,,,DC,,"Addiction, Anger Management, Anxiety, Bipolar Disorder, Couples/Marriage, Depression, Grief, Life Transitions, PTSD/Trauma, Personality Disorders, Sleep Issues, Stress Management",,Unknown,,,,Unknown,,Unknown,,,"ACT, CBT, DBT, EMDR, Mindfulness-Based",,,,"ma and how does it express?""); ma Therapist; ma Counselor in Washington",,4.3,11,2026-02-18,outscraper,enriched_basic
Dandelion Counseling & Care,dandelion-counseling-care-washington-dc,publish,gd_place,Therapist,"Dandelion Counseling & Care in Washington, DC. Specializes in ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent. Accepts Out-of-Network. Telehealth available.","4000 Albemarle St NW Suite 500, Washington, DC 20016",Washington,DC,20016,US,38.9476627,-77.0790774,(202) 531-5385,,http://www.dandelioncounselingcare.com,,4000 Albemarle St NW Suite 500,,,DC,,"ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression, Family, Grief, LGBTQ+, Life Transitions, PTSD/Trauma, Perinatal/Postpartum, Stress Management",Out-of-Network,Unknown,,,,Yes - Video,,Unknown,,,"CBT, Humanistic, Mindfulness-Based",,,,", and mindfulness; , tamia has gained experience in working with teenagers, college aged students, and adults; in psychological brain sciences with a minor in criminal justice",,5.0,2,2026-02-18,outscraper,enriched_full
dc counseling & psychotherapy center,dc-counseling-psychotherapy-center-washington-dc,publish,gd_place,Therapist,"dc counseling & psychotherapy center in Washington, DC. Specializes in Couples/Marriage, Family, PTSD/Trauma. Telehealth available. Currently accepting new patients.","316 F St NE, Washington, DC 20002",Washington,DC,20002,US,38.897613,-77.001397,(202) 333-7424,,http://www.dccounselingcenter.com/contact,,316 F St NE,,,DC,,"Couples/Marriage, Family, PTSD/Trauma",,Unknown,95.0,380.0,,Yes - Video,,Yes,,,,,,,ma Blog](https://dccounselingcenter.com/category/cinema-blog); ma Blog: Latest Posts; ma & Sisterhood](https://dccounselingcenter.com/streaming-sisters-2-current-campy-series-exploring-trau,,1.0,1,2026-02-18,outscraper,enriched_basic
Quarterlife Center - Main Office,quarterlife-center-main-office-washington-dc,publish,gd_place,Therapist,"Quarterlife Center - Main Office in Washington, DC. Specializes in Anger Management, Anxiety, Couples/Marriage, Family, Grief.","1200 G St NW #800, Washington, DC 20005",Washington,DC,20005,US,38.8980284,-77.0285694,(844) 752-8255,,http://www.quarterlifecenter.com,,1200 G St NW #800,,,DC,,"Anger Management, Anxiety, Couples/Marriage, Family, Grief, LGBTQ+, Stress Management",,Unknown,,,,Unknown,,Unknown,,,DBT,,,,,,5.0,12,2026-02-18,outscraper,enriched_basic
Power Counseling PLLC,power-counseling-pllc-washington-dc,publish,gd_place,Therapist,"Power Counseling PLLC in Washington, DC. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Aetna, BlueCross BlueShield, CareFirst and 7 more. Telehealth available.","4400 Macarthur Blvd NW, Washington, DC 20007",Washington,DC,20007,US,38.9066746,-77.0816988,(202) 813-0454,,https://www.powercounselingpllc.com,,4400 MacArthur Blvd NW,,,DC,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, PTSD/Trauma, Stress Management","Aetna, BlueCross BlueShield, CareFirst, Cigna, Horizon BCBS, Magellan, Medicare, Out-of-Network, Self-Pay Only, UnitedHealthcare",Unknown,60.0,150.0,,Yes - Video,Zoom,Unknown,,,"CBT, DBT, Humanistic, Motivational Interviewing, Narrative Therapy, Solution-Focused",,,,"valuable coping techniques that I use daily. The office is peaceful, and the staff is always welcoming.""**; ms ](https://www.powercounselingpllc.com/#ClientForms); ms and regain control over your daily life and well-being.**",,5.0,1,2026-02-18,outscraper,enriched_full
"Dustin Winkel, LICSW",dustin-winkel-licsw-washington-dc,publish,gd_place,Therapist,"Dustin Winkel, LICSW in Washington, DC. Specializes in Addiction, Anxiety, Child/Adolescent, Depression, LGBTQ+. Accepts Aetna, BlueCross BlueShield, CareFirst and 5 more. Telehealth available. Currently accepting new patients.","5804 8Th St NW, Washington, DC 20011",Washington,DC,20011,US,38.9603841,-77.02448629999999,(202) 362-1586,,https://www.hereandnowbh.com/home,,5804 8th St NW,,,DC,,"Addiction, Anxiety, Child/Adolescent, Depression, LGBTQ+","Aetna, BlueCross BlueShield, CareFirst, Cigna, Kaiser Permanente, Out-of-Network, Self-Pay Only, UnitedHealthcare",Unknown,90.0,208.0,,Yes - Video,,Yes,,,"ACT, CBT, DBT, Motivational Interviewing",,,,on business days will be returned within 24 - 48 hours; on days off and holidays will be responded to on my next business day; prior to your first therapy session,,5.0,11,2026-02-18,outscraper,enriched_full
Thrive: Counseling and Psychological Services,thrive-counseling-and-psychological-services-washington-dc,publish,gd_place,Therapist,"Thrive: Counseling and Psychological Services (PhD) in Washington, DC.","1730 Rhode Island Ave NW Suite 610, Washington, DC 20036",Washington,DC,20036,US,38.9060604,-77.0392918,(202) 810-4518,,http://www.thrivetherapydc.com,,1730 Rhode Island Ave NW Suite 610,PhD,,DC,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,1.0,1,2026-02-18,outscraper,enriched_basic
"National Social Anxiety Center: Washington, DC, District of Columbia",national-social-anxiety-center-washington-dc-district-of-columbia-washington-dc,publish,gd_place,Therapist,"National Social Anxiety Center: Washington, DC, District of Columbia in Washington, DC. Specializes in Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression. Accepts Medicare.","4808 43Rd Pl NW, Washington, DC 20016",Washington,DC,20016,US,38.95255,-77.08514389999999,(202) 244-0903,,http://nationalsocialanxietycenter.com/regional-clinics/dc,,4808 43rd Pl NW,,,DC,,"Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, LGBTQ+, Life Transitions, OCD",Medicare,Unknown,,,,Unknown,,Unknown,,,CBT,,,,"about social anxiety. nsac is not a group psychotherapy practice, and does not provide any psychotherapy services. nsac assumes no liability for its regional clinics’ work or practices. books, essays; al work, nsac stands against racism, antisemitism, misogyny, homophobia and all other forms of bigotry and abuse; my Masters in Social Work from the University of Michigan in 1987. I am a founding member of the National Registry of Certified Group Psychotherapists",,,0,2026-02-18,outscraper,enriched_full
Frog Point Therapy,frog-point-therapy-washington-dc,publish,gd_place,Therapist,"Frog Point Therapy in Washington, DC.","3 Washington Cir NW Ste 204, Washington, DC 20037",Washington,DC,20037,US,38.9030799,-77.0506424,(202) 644-8889,,http://www.frogpointtherapy.com,,3 Washington Cir NW STE 204,,,DC,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,3,2026-02-18,outscraper,enriched_basic
